Time (ms)	Distance 1 (um)	Distance 2 (um)	Force Channel 1 (pN)	Force Channel 2 (pN)	Force Channel 3 (pN)	Force Channel 4 (pN)	Force Channel 5 (pN)	Force Channel 6 (pN)	Force Channel 1 STDEV (pN)	Force Channel 2 STDEV (pN)	Force Channel 3 STDEV (pN)	Force Channel 4 STDEV (pN)	Force Channel 5 STDEV (pN)	Force Channel 6 STDEV (pN)	Force Trap 1 (pN)	Force Trap 2 (pN)	Force Trap 3 (pN)	Force Trap 1 STDEV (pN)	Force Trap 2 STDEV (pN)	Force Trap 3 STDEV (pN)	Bead 1 X position (um)	Bead 1 Y position (um)	Bead 2 X position (um)	Bead 2 Y position (um)	Bead 3 X position (um)	Bead 3 Y position (um)	Bead 4 X position (um)	Bead 4 Y position (um)
12904.00000000	2.94876185	0.00000000	1.86672507	1.27246471	-0.54853653	-0.56338344	-1.69509325	-2.22001312	1.51806263	1.55902567	1.46621883	1.47355267	0.00040241	0.00052212	2.25916554	0.78631624	2.79317013	1.53117665	1.46998823	0.00048150	6.17357059	5.64846709	12.35165542	5.73993236	0.00000000	0.00000000	0.00000000	0.00000000
12909.00000000	2.94678939	0.00000000	2.26887571	1.22990380	-0.74740543	-0.48853364	-1.69509896	-2.21999159	1.57924053	1.28007347	1.39113029	1.25978568	0.00034366	0.00041109	2.58078676	0.89290536	2.79315648	1.51648512	1.35315004	0.00038762	6.17499326	5.64923177	12.35112329	5.73948162	0.00000000	0.00000000	0.00000000	0.00000000
12914.00000000	2.94662960	0.00000000	1.79291192	1.11951998	-0.59290545	-0.66753419	-1.69503705	-2.21990892	1.35050423	1.51674905	1.34973296	1.51567364	0.00033661	0.00048662	2.11373085	0.89282628	2.79305321	1.39913408	1.44484510	0.00043740	6.17610541	5.65067838	12.35206444	5.74169086	0.00000000	0.00000000	0.00000000	0.00000000
12919.00000000	2.94970936	0.00000000	1.81755777	1.32681580	-0.21862635	-0.48740928	-1.69513896	-2.22007918	1.55508668	1.33505996	1.35960777	1.37130956	0.00037004	0.00049200	2.25032362	0.53419592	2.79325038	1.48230436	1.36935653	0.00045094	6.17392694	5.65033297	12.35298917	5.73976273	0.00000000	0.00000000	0.00000000	0.00000000
12924.00000000	2.95024069	0.00000000	1.53069100	1.38606262	-0.24935256	-0.59865028	-1.69508401	-2.21987977	1.51638584	1.38810278	1.44250305	1.31597125	0.00031828	0.00040744	2.06499020	0.64850509	2.79305854	1.45998552	1.33543352	0.00037706	6.17373338	5.64616038	12.35329286	5.73791873	0.00000000	0.00000000	0.00000000	0.00000000
12929.00000000	2.94995248	0.00000000	1.82147825	0.89614387	-0.62937745	-0.62969585	-1.69513298	-2.21997025	1.44128093	1.41979843	1.44952840	1.24470956	0.00036439	0.00048990	2.02998937	0.89029930	2.79316017	1.43711961	1.35095436	0.00044778	6.17389206	5.64761006	12.35313554	5.74121891	0.00000000	0.00000000	0.00000000	0.00000000
12934.00000000	2.95010316	0.00000000	1.72471317	0.52733099	-0.65555955	-0.56285262	-1.69516054	-2.21995087	1.53585322	1.45164290	1.68603121	1.32104957	0.00031853	0.00041317	1.80352807	0.86403784	2.79316149	1.52883532	1.54174093	0.00038105	6.17544400	5.65012367	12.35491114	5.73878533	0.00000000	0.00000000	0.00000000	0.00000000
12939.00000000	2.94947220	0.00000000	1.91299604	1.35784992	-0.39564079	-0.72136239	-1.69507170	-2.21990435	1.41053289	1.48265648	1.52825652	1.55756551	0.00030965	0.00041689	2.34591352	0.82273649	2.79307060	1.43510005	1.55083706	0.00038092	6.17481680	5.64806320	12.35357876	5.74175036	0.00000000	0.00000000	0.00000000	0.00000000
12944.00000000	2.94996754	0.00000000	1.64892020	0.92252990	-0.89567332	-1.23179534	-1.69520477	-2.22014807	1.58892833	1.75626649	1.46534193	1.44350874	0.00028395	0.00037108	1.88944416	1.52300704	2.79334507	1.63038043	1.45109704	0.00034159	6.17470941	5.64969585	12.35403702	5.73862870	0.00000000	0.00000000	0.00000000	0.00000000
12948.00000000	2.95097702	0.00000000	2.16225562	0.95062511	-0.48821604	-1.08832683	-1.69508419	-2.21995993	1.85421542	1.46378798	1.47762812	1.38631740	0.00030089	0.00039341	2.36199862	1.19281608	2.79312236	1.79674164	1.40202887	0.00036209	6.17465264	5.64953922	12.35494398	5.74160399	0.00000000	0.00000000	0.00000000	0.00000000
12953.00000000	2.95084280	0.00000000	1.78238866	1.16474497	-0.69317950	-0.56101505	-1.69506306	-2.21990916	1.45000619	1.44659764	1.31814252	1.22383207	0.00027670	0.00036487	2.12921116	0.89175989	2.79306918	1.44898705	1.28164646	0.00033511	6.17465059	5.64808474	12.35483044	5.73860955	0.00000000	0.00000000	0.00000000	0.00000000
12958.00000000	2.95313960	0.00000000	1.83050915	1.44150210	-0.58294055	-1.21120547	-1.69522486	-2.22008919	1.56117542	1.27272303	1.44975124	1.24150836	0.00027099	0.00034814	2.32995538	1.34418688	2.79331046	1.45752433	1.28325621	0.00032189	6.17451243	5.64835286	12.35697128	5.74010198	0.00000000	0.00000000	0.00000000	0.00000000
12963.00000000	2.95194133	0.00000000	2.02994376	1.04571111	-0.64659459	-0.76397329	-1.69502990	-2.21989933	1.33865476	1.67043282	1.27253909	1.18304122	0.00027183	0.00035142	2.28345865	1.00086950	2.79304125	1.41469752	1.22119166	0.00032439	6.17441393	5.64828788	12.35567036	5.74030786	0.00000000	0.00000000	0.00000000	0.00000000
12968.00000000	2.95539999	0.00000000	1.72199455	1.10206170	-0.62307261	-0.84552272	-1.69509108	-2.21995482	1.35482853	1.47388097	1.59561786	1.47023947	0.00028532	0.00035041	2.04445719	1.05029908	2.79312247	1.39047302	1.51554668	0.00032794	6.17335856	5.65001355	12.35811078	5.73952881	0.00000000	0.00000000	0.00000000	0.00000000
12973.00000000	2.95771917	0.00000000	2.11966551	1.19959252	0.24004729	-0.82364306	-1.69510123	-2.21998897	1.40397071	1.54669191	1.49847886	1.39560708	0.00029102	0.00040987	2.43557059	0.85791059	2.79315578	1.43989310	1.40393296	0.00037056	6.17128817	5.65001048	12.35836112	5.73943579	0.00000000	0.00000000	0.00000000	0.00000000
12979.00000000	2.95659992	0.00000000	1.88790260	0.69622595	-0.74523920	-0.85911632	-1.69502767	-2.21994318	1.29173753	1.39348808	1.37661621	1.59240707	0.00028759	0.00034930	2.01218955	1.13730484	2.79307474	1.30433731	1.50355056	0.00032793	6.17129843	5.64701261	12.35721614	5.73888519	0.00000000	0.00000000	0.00000000	0.00000000
12983.00000000	2.95284112	0.00000000	1.69838793	1.11802279	-0.15245413	-0.90860085	-1.69500429	-2.21997536	1.54044746	1.35846734	1.42635326	1.35571090	0.00027739	0.00035353	2.03334614	0.92130221	2.79308613	1.48777911	1.35769422	0.00032756	6.17630718	5.64808338	12.35845550	5.74063822	0.00000000	0.00000000	0.00000000	0.00000000
12988.00000000	2.95685571	0.00000000	1.73287745	0.82516687	-0.73233547	-0.29131758	-1.69504998	-2.21997434	1.37700030	1.36350789	1.59657085	1.21763402	0.00030286	0.00039662	1.91931358	0.78815047	2.79311305	1.37451637	1.55027282	0.00036490	6.17416565	5.64792640	12.36037200	5.73756204	0.00000000	0.00000000	0.00000000	0.00000000
12993.00000000	2.95504935	0.00000000	1.49027633	1.07985473	-0.48440884	-0.47975215	-1.69505895	-2.21990531	1.39451354	1.63661897	1.43152715	1.41545557	0.00029344	0.00037789	1.84038305	0.68177272	2.79306363	1.48233618	1.42359166	0.00034917	6.17452063	5.64969140	12.35887957	5.74210398	0.00000000	0.00000000	0.00000000	0.00000000
12998.00000000	2.95461587	0.00000000	1.76365721	1.35509830	-0.43407752	-0.77569236	-1.69512636	-2.21995668	1.45714647	1.43714532	1.24524298	1.39902608	0.00028383	0.00037974	2.22413537	0.88888803	2.79314537	1.44975406	1.36392819	0.00034751	6.17555617	5.64916542	12.35952114	5.73889135	0.00000000	0.00000000	0.00000000	0.00000000
13003.00000000	2.95570071	0.00000000	2.13060830	1.34810461	-0.26003204	-0.75587409	-1.69505927	-2.22001312	1.36281530	1.15733818	1.61221557	1.48091027	0.00031826	0.00039466	2.52128495	0.79935117	2.79314951	1.30737161	1.49535094	0.00036837	6.17359727	5.65252443	12.35868122	5.73987353	0.00000000	0.00000000	0.00000000	0.00000000
13008.00000000	2.95623114	0.00000000	1.84390425	1.18038983	-0.59169700	-0.94755849	-1.69497952	-2.21996313	1.59593247	1.38487601	1.38527845	1.24096411	0.00028032	0.00035564	2.18936133	1.11712686	2.79306138	1.53757205	1.28308907	0.00032991	6.17438726	5.64871126	12.35990690	5.74253283	0.00000000	0.00000000	0.00000000	0.00000000
13013.00000000	2.95990001	0.00000000	1.95914700	1.45238993	-0.69438683	-0.61652345	-1.69504092	-2.21996113	1.58636332	1.25957218	1.42804151	1.24424316	0.00030685	0.00040685	2.43878935	0.92858723	2.79309705	1.47874983	1.35010832	0.00037315	6.17295502	5.64944688	12.36215991	5.74220931	0.00000000	0.00000000	0.00000000	0.00000000
13018.00000000	2.95776296	0.00000000	1.49539917	0.82272306	-0.24303903	-0.80054308	-1.69507082	-2.21997847	1.50550312	1.57476848	1.69730588	1.46450233	0.00030961	0.00044328	1.70677822	0.83662249	2.79312898	1.52187849	1.48555887	0.00039929	6.17445839	5.65020267	12.36155254	5.74117719	0.00000000	0.00000000	0.00000000	0.00000000
13023.00000000	2.95714040	0.00000000	2.16758124	0.91467938	-0.38995820	-0.64680402	-1.69492188	-2.21982739	1.53570114	1.50698553	1.35957339	1.29172623	0.00029772	0.00037441	2.35266802	0.75526342	2.79291852	1.53139523	1.31015693	0.00034814	6.17455415	5.64958538	12.36100263	5.74211424	0.00000000	0.00000000	0.00000000	0.00000000
13028.00000000	2.95934392	0.00000000	1.89312911	1.29417946	-0.11526826	-0.62622010	-1.69506438	-2.22001947	1.29719218	1.46907195	1.36835699	1.23525299	0.00028974	0.00037216	2.29321571	0.63674044	2.79315766	1.35430408	1.23984148	0.00034411	6.17358974	5.65355313	12.36233364	5.73973400	0.00000000	0.00000000	0.00000000	0.00000000
13033.00000000	2.95935709	0.00000000	1.43139970	1.29104159	-0.41902926	-0.42493516	-1.69499410	-2.21985716	1.62675845	1.57142397	1.44534205	1.43653633	0.00028267	0.00037579	1.92761342	0.59678758	2.79298600	1.60217285	1.44088430	0.00034444	6.17497958	5.64888328	12.36365508	5.74073466	0.00000000	0.00000000	0.00000000	0.00000000
13038.00000000	2.95856294	0.00000000	2.22347411	1.20910907	-0.47446998	-0.96327446	-1.69499636	-2.21990901	1.30713853	1.49521458	1.56986041	1.42236141	0.00028542	0.00034707	2.53096461	1.07378743	2.79302859	1.35236724	1.45233725	0.00032573	6.17565877	5.64846025	12.36354702	5.73984002	0.00000000	0.00000000	0.00000000	0.00000000
13043.00000000	2.96093328	0.00000000	1.30565055	1.10626710	-0.40563649	-0.59446444	-1.69511434	-2.21996785	1.51353339	1.22177172	1.31237765	1.58546738	0.00030875	0.00041198	1.71130075	0.71967279	2.79314695	1.39902791	1.50409300	0.00037726	6.17270058	5.64948963	12.36297384	5.73988721	0.00000000	0.00000000	0.00000000	0.00000000
13048.00000000	2.96168711	0.00000000	2.13080419	1.05321340	-0.39436322	-0.56962630	-1.69499907	-2.21990899	1.28535431	1.42921226	1.27099098	1.38805563	0.00027874	0.00037286	2.37688556	0.69281778	2.79303021	1.31484225	1.35123697	0.00034123	6.17366019	5.64574931	12.36458939	5.74262517	0.00000000	0.00000000	0.00000000	0.00000000
13053.00000000	2.96018383	0.00000000	1.78199242	1.18406468	-0.58987388	-0.92499750	-1.69504354	-2.21995560	1.45038947	1.48870236	1.51621739	1.25046707	0.00030943	0.00036438	2.13951073	1.09707409	2.79309425	1.46223068	1.33275169	0.00034516	6.17403433	5.64947800	12.36354428	5.74081468	0.00000000	0.00000000	0.00000000	0.00000000
13058.00000000	2.96430843	0.00000000	1.76543060	1.12517755	-0.78609593	-0.84701917	-1.69507899	-2.22003651	1.39814390	1.25300316	1.39977546	1.28355797	0.00035476	0.00044693	2.09350656	1.15559002	2.79318007	1.35781241	1.33859210	0.00041537	6.17323955	5.65082304	12.36691354	5.73947614	0.00000000	0.00000000	0.00000000	0.00000000
13063.00000000	2.95964827	0.00000000	1.81908155	1.00407685	-0.68805177	-0.82074541	-1.69499788	-2.21993000	1.61845692	1.38518816	1.33806141	1.59914990	0.00033246	0.00045997	2.07779403	1.07099872	2.79304619	1.56709401	1.49692035	0.00041757	6.17610746	5.64890483	12.36505723	5.74189058	0.00000000	0.00000000	0.00000000	0.00000000
13068.00000000	2.96392098	0.00000000	1.73736345	0.35540640	-0.63727818	-0.43084280	-1.69508415	-2.21986755	1.41397046	1.26569374	1.50616011	1.39015990	0.00033590	0.00041333	1.77334302	0.76925224	2.79304891	1.40831566	1.47075722	0.00038662	6.17355007	5.65121906	12.36686156	5.73810956	0.00000000	0.00000000	0.00000000	0.00000000
13073.00000000	2.96385720	0.00000000	1.59300729	1.14758173	-0.51682534	-0.51624993	-1.69517815	-2.22001277	1.27152794	1.44290534	1.54498048	1.60984253	0.00035587	0.00044916	1.96331761	0.73049464	2.79322138	1.33256071	1.57770874	0.00041723	6.17350835	5.65162397	12.36675349	5.73869641	0.00000000	0.00000000	0.00000000	0.00000000
13078.00000000	2.96468003	0.00000000	2.32215743	1.02563565	-0.66843970	-0.98040613	-1.69507178	-2.22002081	1.62538713	1.45728603	1.31967554	1.28083451	0.00036606	0.00047927	2.53857118	1.18659505	2.79316321	1.59915476	1.29328653	0.00044097	6.17330795	5.65009050	12.36733897	5.73975794	0.00000000	0.00000000	0.00000000	0.00000000
13083.00000000	2.96377273	0.00000000	1.67408217	1.06384890	-0.21482418	-0.66018018	-1.69501244	-2.21983000	1.49603056	1.31859593	1.52113324	1.25144683	0.00031161	0.00037922	1.98351345	0.69425305	2.79297555	1.44721911	1.27973150	0.00035582	6.17406921	5.64950091	12.36719260	5.73918545	0.00000000	0.00000000	0.00000000	0.00000000
13088.00000000	2.96624382	0.00000000	1.71129885	1.09088361	-0.41175929	-0.93297372	-1.69517691	-2.22001742	1.32793919	1.33772259	1.18564213	1.59096235	0.00033881	0.00042397	2.02942622	1.01979688	2.79322432	1.33077341	1.53221682	0.00039475	6.17443993	5.64870545	12.37000921	5.74013139	0.00000000	0.00000000	0.00000000	0.00000000
13093.00000000	2.96331016	0.00000000	1.93298854	1.33659164	-0.79168787	-0.63237619	-1.69499433	-2.21987981	1.54445923	1.53395805	1.57983560	1.42082054	0.00032641	0.00045206	2.35008977	1.01324692	2.79300414	1.54107029	1.51987672	0.00041028	6.17611156	5.65262942	12.36881636	5.73922034	0.00000000	0.00000000	0.00000000	0.00000000
13098.00000000	2.96369416	0.00000000	1.81256172	1.06061089	-0.21859593	-0.78337821	-1.69500133	-2.21980074	1.61576467	1.51694461	1.42852425	1.26049154	0.00031158	0.00038434	2.10006558	0.81330536	2.79294555	1.59114256	1.27337346	0.00035926	6.17561978	5.64679511	12.36863989	5.73816907	0.00000000	0.00000000	0.00000000	0.00000000
13103.00000000	2.96616224	0.00000000	1.40490145	1.05951706	-0.49935247	-0.77727108	-1.69513468	-2.22001797	1.61539111	1.21850726	1.62575619	1.29725659	0.00035984	0.00041255	1.75963760	0.92385238	2.79319913	1.48381828	1.40121439	0.00039396	6.17481406	5.64952246	12.37031153	5.74028392	0.00000000	0.00000000	0.00000000	0.00000000
13108.00000000	2.96696045	0.00000000	1.18123023	1.24877471	-0.28969834	-0.91341463	-1.69492986	-2.21985299	1.49773631	1.42765719	1.49718701	1.49735710	0.00028955	0.00039380	1.71893663	0.95825436	2.79294370	1.46116923	1.49734155	0.00035895	6.17479491	5.65014146	12.37110357	5.74001785	0.00000000	0.00000000	0.00000000	0.00000000
13113.00000000	2.96652160	0.00000000	1.65175249	1.06913063	-0.54559519	-0.36079524	-1.69504885	-2.21986903	1.58757224	1.42217038	1.44600125	1.52198677	0.00032358	0.00041439	1.96756870	0.65410038	2.79302866	1.54058468	1.46953587	0.00038346	6.17317252	5.64836244	12.36900377	5.74085572	0.00000000	0.00000000	0.00000000	0.00000000
13118.00000000	2.96599383	0.00000000	1.77837243	1.07909728	-0.25406101	-0.73837392	-1.69501567	-2.21992665	1.47045389	1.50590902	1.39738246	1.39036644	0.00034828	0.00043354	2.08015852	0.78086045	2.79305432	1.48007872	1.39111082	0.00040423	6.17484621	5.64840006	12.37012822	5.74231601	0.00000000	0.00000000	0.00000000	0.00000000
13123.00000000	2.96820534	0.00000000	1.62681281	0.58654108	-0.28047846	-0.57351742	-1.69492792	-2.21985531	1.65936622	1.42224020	1.59257770	1.51355302	0.00027892	0.00037857	1.72932078	0.63842807	2.79294437	1.63384019	1.52912349	0.00034524	6.17305146	5.65115511	12.37062206	5.73985712	0.00000000	0.00000000	0.00000000	0.00000000
13128.00000000	2.96679161	0.00000000	1.81513129	1.00282109	-0.55784063	-0.58614601	-1.69501734	-2.21996656	1.50951079	1.40389104	1.46689826	1.47224093	0.00031097	0.00038672	2.07372895	0.80916829	2.79308705	1.48548419	1.46970413	0.00036068	6.17465880	5.65034665	12.37081083	5.73937628	0.00000000	0.00000000	0.00000000	0.00000000
13133.00000000	2.96773465	0.00000000	2.06896619	1.04002203	-0.47604816	-0.53826967	-1.69490514	-2.21984836	1.36614197	1.50456612	1.61427417	1.27133803	0.00032575	0.00040801	2.31565691	0.71857922	2.79292502	1.39517030	1.43199659	0.00037979	6.17586328	5.64633240	12.37287370	5.74107733	0.00000000	0.00000000	0.00000000	0.00000000
13138.00000000	2.96745512	0.00000000	1.40131019	0.78373189	-0.42973337	-0.40653925	-1.69493775	-2.21982080	1.41631152	1.35950572	1.51773515	1.34107844	0.00026882	0.00034882	1.60558585	0.59156144	2.79292291	1.40298518	1.43701147	0.00032168	6.17439889	5.64807585	12.37112136	5.74336796	0.00000000	0.00000000	0.00000000	0.00000000
13143.00000000	2.96955257	0.00000000	1.72447956	1.17360117	-0.34606011	-0.29666733	-1.69506570	-2.21992187	1.58636728	1.34705579	1.76837501	1.46156250	0.00034429	0.00045063	2.08594569	0.45581697	2.79308088	1.51470993	1.64540766	0.00041465	6.17479149	5.64874444	12.37368900	5.73886467	0.00000000	0.00000000	0.00000000	0.00000000
13148.00000000	2.96681465	0.00000000	2.04614278	0.99181214	-0.27540760	-0.83077846	-1.69493968	-2.21991144	1.31326852	1.39863374	1.50214915	1.32424395	0.00029976	0.00039133	2.27384951	0.87523837	2.79299612	1.32993180	1.34291085	0.00036033	6.17585575	5.65104157	12.37201600	5.74109717	0.00000000	0.00000000	0.00000000	0.00000000
13153.00000000	2.97002062	0.00000000	1.59085268	1.33436017	-0.47766913	-0.79313652	-1.69494351	-2.21990227	1.45544790	1.47578316	1.74319769	1.58195300	0.00028725	0.00039502	2.07637408	0.92586896	2.79299115	1.46388031	1.62643307	0.00035911	6.17526001	5.65067393	12.37464930	5.73915057	0.00000000	0.00000000	0.00000000	0.00000000
13158.00000000	2.96920742	0.00000000	2.27056782	0.83650331	-0.78308163	-0.81681435	-1.69500266	-2.21993040	1.45515314	1.42489391	1.27846991	1.37555585	0.00032409	0.00039499	2.41975536	1.13154872	2.79304941	1.45157014	1.32994359	0.00037046	6.17481611	5.64967977	12.37331281	5.74354785	0.00000000	0.00000000	0.00000000	0.00000000
13163.00000000	2.97184366	0.00000000	1.46785212	1.31736567	-0.10720720	-0.95708859	-1.69500016	-2.22000627	1.29131458	1.33876439	1.29295792	1.37307452	0.00031328	0.00039860	1.97231897	0.96307422	2.79310819	1.31269514	1.37211037	0.00036948	6.17314448	5.65160072	12.37435246	5.74039472	0.00000000	0.00000000	0.00000000	0.00000000
13168.00000000	2.97493683	0.00000000	2.08766001	0.74055591	-0.07679323	-0.49624738	-1.69500696	-2.21988776	1.41999458	1.30534317	1.12865380	1.38543645	0.00029377	0.00040695	2.21511792	0.50215402	2.79301813	1.40764370	1.37997688	0.00036932	6.17230182	5.65031587	12.37656990	5.74141248	0.00000000	0.00000000	0.00000000	0.00000000
13173.00000000	2.96892480	0.00000000	2.25785446	1.21726613	-0.20585402	-0.69060176	-1.69507419	-2.22001882	1.43869611	1.41437112	1.37759794	1.35638400	0.00035346	0.00045345	2.56508160	0.72062936	2.79316310	1.43325413	1.35812749	0.00041941	6.17667994	5.64899819	12.37489827	5.74258413	0.00000000	0.00000000	0.00000000	0.00000000
13178.00000000	2.97298354	0.00000000	2.14513963	1.04436307	-0.22630293	-0.46250943	-1.69493795	-2.21994628	1.46394586	1.37329449	1.47015955	1.39225945	0.00033229	0.00043459	2.38585797	0.51490580	2.79302277	1.44701621	1.40764288	0.00039997	6.17594741	5.64925537	12.37827027	5.73978667	0.00000000	0.00000000	0.00000000	0.00000000
13183.00000000	2.97388417	0.00000000	1.42807303	1.10336659	-0.49623785	-0.70211173	-1.69496883	-2.21988185	1.56669996	1.53772964	1.37927743	1.38215414	0.00030239	0.00040755	1.80466352	0.85977490	2.79299029	1.55593379	1.38119650	0.00037229	6.17446044	5.64983606	12.37762186	5.74453209	0.00000000	0.00000000	0.00000000	0.00000000
13188.00000000	2.97249074	0.00000000	1.47596957	1.11165307	-0.74256925	-0.63887894	-1.69513002	-2.22007266	1.50451353	1.50120140	1.49940924	1.57282831	0.00032149	0.00040061	1.84777128	0.97957919	2.79323977	1.50331556	1.53106921	0.00037343	6.17697269	5.64801669	12.37874494	5.74242134	0.00000000	0.00000000	0.00000000	0.00000000
13193.00000000	2.97422720	0.00000000	1.71660966	1.12086372	-0.34284804	-0.64701312	-1.69491015	-2.21989762	1.55117644	1.39651502	1.52902176	1.39931825	0.00029569	0.00037600	2.05014248	0.73223681	2.79296721	1.50661142	1.42876124	0.00034858	6.17343106	5.64918458	12.37699397	5.73997203	0.00000000	0.00000000	0.00000000	0.00000000
13198.00000000	2.97464620	0.00000000	1.55458371	1.00382175	-0.83128163	-1.09213384	-1.69493188	-2.21991278	1.42414457	1.45465640	1.60068157	1.52178445	0.00030375	0.00039161	1.85051037	1.37251065	2.79299245	1.43319041	1.55119238	0.00036175	6.17388385	5.64643910	12.37781063	5.74092138	0.00000000	0.00000000	0.00000000	0.00000000
13203.00000000	2.97573856	0.00000000	2.15482380	1.13002784	-0.53418791	-0.63924147	-1.69510101	-2.22006160	1.48788346	1.30481446	1.47100478	1.35737800	0.00031782	0.00039398	2.43315198	0.83305845	2.79321337	1.45035230	1.40521231	0.00036777	6.17384350	5.65034357	12.37890226	5.74219563	0.00000000	0.00000000	0.00000000	0.00000000
13208.00000000	2.97532926	0.00000000	1.72102016	0.76874143	-0.91922730	-0.63888744	-1.69491034	-2.21984524	1.50870918	1.35772829	1.30272206	1.45150608	0.00028202	0.00033986	1.88490683	1.11944450	2.79292570	1.48466086	1.35298179	0.00031978	6.17292355	5.64743428	12.37752063	5.74275649	0.00000000	0.00000000	0.00000000	0.00000000
13213.00000000	2.97773521	0.00000000	1.94820488	1.11177484	-0.59534774	-1.17557806	-1.69494539	-2.22000224	1.41220571	1.36849716	1.53592164	1.17638249	0.00029900	0.00037186	2.24311069	1.31773393	2.79307175	1.40159462	1.25814530	0.00034681	6.17400013	5.65054979	12.38102942	5.74416479	0.00000000	0.00000000	0.00000000	0.00000000
13218.00000000	2.97759685	0.00000000	1.87683830	0.98645397	-0.46553554	-0.87427367	-1.69507034	-2.22002032	1.47336621	1.43206501	1.30708306	1.29010234	0.00028682	0.00038190	2.12028617	0.99049371	2.79316195	1.46452519	1.29387261	0.00034990	6.17519845	5.64932411	12.38216072	5.73808289	0.00000000	0.00000000	0.00000000	0.00000000
13223.00000000	2.97554657	0.00000000	2.06189663	1.10424820	-0.80339719	-0.46036959	-1.69494239	-2.21991748	1.55188348	1.56941811	1.62561505	1.20180953	0.00025685	0.00033634	2.33897024	0.92595206	2.79300256	1.55580883	1.53180229	0.00030945	6.17494675	5.64716958	12.37977228	5.74176609	0.00000000	0.00000000	0.00000000	0.00000000
13228.00000000	2.97646809	0.00000000	1.90144047	1.06503331	-0.23115875	-0.54712142	-1.69503080	-2.21995392	1.52405736	1.31158121	1.53328706	1.55144158	0.00030630	0.00038126	2.17939713	0.59394968	2.79308517	1.47609827	1.54870542	0.00035550	6.17636737	5.64829267	12.38213062	5.74182628	0.00000000	0.00000000	0.00000000	0.00000000
13233.00000000	2.98089660	0.00000000	1.84285292	0.73357073	-0.38984532	-0.98985963	-1.69514788	-2.22007969	1.31708655	1.45421634	1.75913551	1.45957117	0.00030735	0.00039557	1.98349008	1.06386158	2.79325620	1.33667401	1.50327077	0.00036556	6.17408905	5.65119102	12.38435765	5.73951171	0.00000000	0.00000000	0.00000000	0.00000000
13238.00000000	2.98121348	0.00000000	1.72068746	0.76504265	-0.34730569	-0.71969003	-1.69491540	-2.21991581	1.38473541	1.23577441	1.36957676	1.52551567	0.00030066	0.00036776	1.88309734	0.79910887	2.79298486	1.36127247	1.49730480	0.00034457	6.17486946	5.64882617	12.38541507	5.73990910	0.00000000	0.00000000	0.00000000	0.00000000
13243.00000000	2.97811757	0.00000000	1.78649333	1.18262288	-0.30629615	-0.73394897	-1.69498064	-2.21991087	1.44987245	1.65115666	1.50156411	1.49828649	0.00033530	0.00046136	2.14246477	0.79529769	2.79302052	1.51403998	1.49877310	0.00041936	6.17586601	5.64799514	12.38329064	5.74074902	0.00000000	0.00000000	0.00000000	0.00000000
13248.00000000	2.98024262	0.00000000	1.74205502	0.82784794	-0.53738149	-0.86327644	-1.69503493	-2.21999972	1.33479986	1.58260165	1.21542674	1.52143280	0.00031312	0.00039057	1.92875294	1.01687024	2.79312409	1.38378958	1.44252034	0.00036397	6.17363283	5.64633821	12.38315932	5.74064711	0.00000000	0.00000000	0.00000000	0.00000000
13253.00000000	2.97859762	0.00000000	1.59296031	0.79293502	-0.11931444	-0.27344699	-1.69495666	-2.21981101	1.42584032	1.48217433	1.41089564	1.37802781	0.00029147	0.00038572	1.77940116	0.29834409	2.79292660	1.43720263	1.38333708	0.00035394	6.17550351	5.65109936	12.38340282	5.74421541	0.00000000	0.00000000	0.00000000	0.00000000
13258.00000000	2.98015462	0.00000000	1.60390612	1.08628731	-0.21298558	-0.48718589	-1.69504380	-2.21992489	1.41939268	1.33352463	1.45206593	1.29202571	0.00039243	0.00049752	1.93714609	0.53170758	2.79306999	1.39296132	1.31901361	0.00046161	6.17453773	5.64911994	12.38401703	5.74070251	0.00000000	0.00000000	0.00000000	0.00000000
13263.00000000	2.98068163	0.00000000	1.74035660	0.77902360	-0.38640351	-0.36364989	-1.69507479	-2.21993795	1.35884252	1.54470014	1.57893916	1.32925360	0.00029124	0.00036191	1.90675611	0.53061184	2.79309918	1.39159303	1.46696617	0.00033761	6.17614439	5.64868801	12.38615787	5.73978667	0.00000000	0.00000000	0.00000000	0.00000000
13268.00000000	2.97979730	0.00000000	1.89913184	1.59869151	-0.82016576	-0.46957001	-1.69486651	-2.21982589	1.53314903	1.35032055	1.23419484	1.54597560	0.00026417	0.00038550	2.48244160	0.94507559	2.79288371	1.46010463	1.31803808	0.00034581	6.17602333	5.65096154	12.38516747	5.74102535	0.00000000	0.00000000	0.00000000	0.00000000
13273.00000000	2.98190871	0.00000000	1.80814652	1.19442464	-0.36049523	-0.57892171	-1.69511359	-2.22005267	1.36625230	1.47326449	1.53785734	1.47736827	0.00035134	0.00046896	2.16703578	0.68198765	2.79321391	1.39962794	1.49451617	0.00042940	6.17418754	5.64852522	12.38539455	5.74189126	0.00000000	0.00000000	0.00000000	0.00000000
13278.00000000	2.98352725	0.00000000	2.06455752	1.10268199	-0.40682559	-0.79053882	-1.69510140	-2.22002920	1.53746249	1.56916136	1.48863739	1.29996273	0.00030063	0.00036281	2.34057799	0.88907744	2.79318786	1.54455421	1.34166555	0.00034123	6.17438863	5.64541724	12.38715374	5.74273392	0.00000000	0.00000000	0.00000000	0.00000000
